filename,trial1,trial2,trial3,trial4
860.sql,0.341,0.409,0.336,0.336
861.sql,0.181,0.288,0.448,0.181
862.sql,0.970,0.694,0.755,0.824
863.sql,0.964,0.937,0.983,0.910
866.sql,6.523,6.251,6.518,6.514
867.sql,2.053,2.607,1.894,1.662
868.sql,0.183,0.247,0.184,0.515
869.sql,15.981,16.853,16.359,15.872
870.sql,1.453,1.744,1.579,1.752
871.sql,8.685,9.117,8.612,8.284
872.sql,0.842,0.839,0.838,0.837
873.sql,0.065,0.059,0.060,0.059
874.sql,0.062,0.062,0.062,0.062
875.sql,0.230,0.230,0.230,0.230
876.sql,0.230,0.179,0.179,0.182
877.sql,41.088,40.820,41.278,41.593
879.sql,1.893,1.645,2.124,2.024
880.sql,3.154,2.589,2.531,2.605
881.sql,12.430,12.770,13.646,12.995
882.sql,0.438,0.283,0.283,0.283
883.sql,0.736,1.025,1.262,1.294
884.sql,1.443,1.617,1.505,1.609
885.sql,3.835,3.951,3.974,3.536
886.sql,0.458,0.174,0.465,0.369
888.sql,3.802,3.953,4.044,3.895
889.sql,3.484,3.259,3.237,3.440
890.sql,93.947,93.363,89.166,90.544
891.sql,2.461,2.359,2.001,1.996
892.sql,0.220,0.218,0.219,0.425
893.sql,6.023,5.959,6.210,6.300
894.sql,1.115,1.103,1.008,1.152
895.sql,0.623,0.277,0.489,0.514
896.sql,3.140,2.847,2.967,2.867
897.sql,3.189,3.283,3.255,3.567
898.sql,0.298,0.430,0.421,0.172
900.sql,0.871,0.629,0.305,0.627
901.sql,0.410,0.445,0.389,0.336
902.sql,0.698,0.262,0.275,0.645
903.sql,36.150,37.924,35.910,34.799
904.sql,0.452,0.455,0.511,0.164
905.sql,29.666,29.464,31.260,29.534
906.sql,1.289,1.151,1.335,1.736
907.sql,31.438,29.686,28.962,30.620
908.sql,0.878,0.909,1.091,0.692
909.sql,6.051,5.665,6.593,5.514
910.sql,1.142,1.071,1.159,0.903
911.sql,3.174,3.741,3.270,4.266
912.sql,3.598,3.917,3.611,3.629
913.sql,7.376,7.885,8.525,8.160
915.sql,0.473,0.491,0.485,0.232
916.sql,1.889,0.681,1.640,0.746
917.sql,0.335,0.564,0.236,0.352
918.sql,0.272,0.675,0.352,0.450
919.sql,0.245,0.503,0.528,0.442
920.sql,0.829,0.693,0.593,0.592
921.sql,0.678,0.507,0.992,0.852
922.sql,0.503,0.519,0.467,0.449
923.sql,0.887,0.715,0.931,0.847
924.sql,0.121,0.429,0.317,0.123
925.sql,0.980,0.647,0.688,0.700
926.sql,4.501,4.795,4.931,4.355
927.sql,2.356,2.052,2.339,2.034
928.sql,0.455,0.464,0.351,0.459
929.sql,1.177,0.957,1.041,1.164
930.sql,0.799,1.070,1.167,1.607
931.sql,2.905,2.863,2.963,3.135
932.sql,3.470,3.001,3.655,3.454
933.sql,0.288,0.339,0.301,0.167
934.sql,3.330,2.881,3.067,3.113
935.sql,0.170,0.171,0.475,0.172
936.sql,1.108,1.462,1.164,1.354
937.sql,1.939,2.033,2.176,2.033
938.sql,5.880,6.114,6.321,5.656
939.sql,0.213,0.157,0.296,0.271
940.sql,0.949,0.653,0.769,0.806
941.sql,0.577,0.547,0.438,0.308
942.sql,1.139,0.959,1.218,1.132
943.sql,0.754,0.707,0.682,0.476
944.sql,3.154,3.084,3.041,3.062
945.sql,0.979,1.089,0.875,0.977
946.sql,2.744,3.127,3.264,3.078
947.sql,0.758,0.439,0.875,0.594
948.sql,7.143,6.955,7.031,6.950
949.sql,0.314,0.242,0.235,0.095
950.sql,0.306,0.224,0.416,0.190
951.sql,0.262,0.223,0.447,0.133
952.sql,0.281,0.483,0.275,0.327
954.sql,2.270,2.274,2.210,2.064
955.sql,0.305,0.479,0.393,0.171
956.sql,8.723,7.807,8.701,8.163
957.sql,0.242,0.462,0.241,0.464
958.sql,0.172,0.135,0.363,0.392
959.sql,0.477,0.280,0.209,0.647
960.sql,1.802,1.598,1.861,2.093
961.sql,1.322,1.212,1.101,1.112
962.sql,0.241,0.315,0.324,0.387
963.sql,1.169,0.991,0.975,1.164
964.sql,3.378,3.106,3.529,2.927
965.sql,0.453,0.389,0.223,0.193
966.sql,3.504,3.205,3.380,3.024
967.sql,0.926,0.966,1.137,0.870
968.sql,3.190,0.222,0.194,0.471
969.sql,3.134,3.198,3.603,3.102
970.sql,0.392,0.467,0.470,0.131
971.sql,4.365,4.659,4.703,4.427
972.sql,1.644,2.075,1.950,1.723
973.sql,0.162,0.194,0.407,0.283
974.sql,1.019,1.057,0.990,1.204
975.sql,0.519,0.499,0.337,0.426
976.sql,1.409,1.563,1.380,1.104
978.sql,1.414,1.521,1.352,1.310
981.sql,6.479,6.041,6.041,5.716
983.sql,1.647,1.757,1.757,1.837
984.sql,3.215,2.494,3.414,2.763
985.sql,2.095,2.173,1.699,1.732
987.sql,2.099,1.944,2.671,2.425
988.sql,0.529,0.662,0.749,0.353
989.sql,7.065,6.715,7.964,7.142
991.sql,0.559,0.488,0.421,0.478
992.sql,0.271,0.216,0.349,0.373
993.sql,0.255,0.299,0.341,0.190
994.sql,26.999,27.050,26.201,27.096
995.sql,11.782,7.635,7.168,7.996
996.sql,0.534,0.452,0.253,0.514
997.sql,2.803,3.288,2.818,3.290
998.sql,0.420,0.336,0.187,0.190
1001.sql,0.491,0.407,0.398,0.394
1002.sql,0.640,0.613,0.614,0.607
1003.sql,14.337,14.287,14.388,14.394
1004.sql,1.269,1.306,1.326,1.281
1005.sql,0.187,0.167,0.164,0.190
1006.sql,0.157,0.126,0.133,0.136
1007.sql,0.105,0.099,0.108,0.096
1008.sql,0.093,0.095,0.097,0.093
1009.sql,0.104,0.114,0.100,0.104
1010.sql,0.236,0.220,0.191,0.198
1011.sql,2.118,2.118,2.158,2.232
1012.sql,5.701,5.740,5.607,5.738
1013.sql,0.131,0.129,0.131,0.134
1014.sql,0.429,0.370,0.393,0.374
1015.sql,1.539,1.619,1.578,1.546
1016.sql,0.377,0.435,0.418,0.397
1017.sql,2.044,2.057,2.079,2.004
1018.sql,0.261,0.258,0.257,0.218
1020.sql,3.533,3.515,3.706,3.541
1021.sql,0.102,0.096,0.097,0.105
1022.sql,0.127,0.129,0.134,0.127
1023.sql,0.776,0.775,0.855,0.770
1024.sql,0.361,0.353,0.355,0.437
1025.sql,2.252,2.286,2.339,2.364
1026.sql,0.414,0.400,0.426,0.394
1027.sql,0.574,0.633,0.633,0.585
1028.sql,3.497,3.593,3.524,3.505
1029.sql,0.324,0.371,0.323,0.320
1031.sql,0.587,0.568,0.572,0.649
1032.sql,0.256,0.137,0.140,0.138
1033.sql,0.189,0.183,0.172,0.183
1034.sql,0.221,0.226,0.224,0.226
1035.sql,0.164,0.154,0.154,0.154
1036.sql,0.231,0.259,0.223,0.212
1037.sql,0.532,0.443,0.453,0.514
1038.sql,241.236,240.419,240.613,240.395
1039.sql,0.082,0.081,0.072,0.081
1040.sql,0.584,0.543,0.543,0.576
1041.sql,0.455,0.492,0.457,0.435
1042.sql,0.397,0.377,0.377,0.376
1043.sql,0.323,0.316,0.321,0.378
1044.sql,0.763,0.809,0.756,0.755
1045.sql,2.663,2.655,2.539,2.652
1046.sql,2.061,2.034,2.096,2.054
1047.sql,0.118,0.126,0.112,0.131
1048.sql,2.237,2.332,2.352,2.283
1049.sql,0.159,0.140,0.140,0.142
1050.sql,1.048,1.050,1.106,1.048
1051.sql,0.185,0.166,0.186,0.160
1052.sql,0.271,0.242,0.292,0.289
1053.sql,0.185,0.179,0.180,0.183
1054.sql,1.256,1.225,1.313,1.257
1056.sql,0.119,0.120,0.116,0.119
1057.sql,0.817,0.838,0.758,0.748
1058.sql,0.932,0.945,0.969,0.949
1060.sql,0.516,0.518,0.505,0.482
1061.sql,0.145,0.136,0.122,0.125
1062.sql,0.147,0.154,0.175,0.146
1063.sql,0.368,0.372,0.370,0.367
1064.sql,0.123,0.111,0.108,0.105
1065.sql,0.460,0.455,0.454,0.483
1066.sql,0.119,0.115,0.116,0.120
1067.sql,1.197,1.232,1.249,1.202
1069.sql,0.130,0.122,0.126,0.130
1071.sql,0.511,0.499,0.493,0.550
1072.sql,0.069,0.073,0.077,0.075
1073.sql,0.980,0.969,0.941,0.945
1074.sql,0.178,0.259,0.185,0.183
1075.sql,0.117,0.124,0.109,0.112
1076.sql,1.340,1.442,1.397,1.377
1077.sql,0.722,0.729,0.727,0.757
1078.sql,3.318,3.327,3.339,3.379
1079.sql,0.128,0.134,0.134,0.130
1080.sql,0.139,0.138,0.142,0.162
1081.sql,0.169,0.163,0.172,0.147
1082.sql,6.057,6.080,6.370,6.449
1083.sql,0.108,0.107,0.111,0.109
1084.sql,0.378,0.363,0.320,0.381
1085.sql,0.684,0.675,0.643,0.623
1086.sql,0.166,0.154,0.146,0.162
1087.sql,1.705,1.702,1.846,1.782
1088.sql,1.340,1.364,1.333,1.399
1089.sql,5.706,5.720,5.639,5.682
1090.sql,1.912,1.989,1.934,1.940
1092.sql,0.076,0.079,0.084,0.082
1093.sql,0.191,0.223,0.211,0.191
1094.sql,1.085,1.017,1.001,1.009
1095.sql,0.133,0.118,0.130,0.125
1096.sql,0.110,0.105,0.121,0.122
1097.sql,0.090,0.090,0.084,0.085
1098.sql,0.138,0.140,0.142,0.142
1099.sql,0.146,0.153,0.151,0.154
1100.sql,0.204,0.188,0.205,0.169
1101.sql,4.026,3.955,4.072,3.895
1102.sql,6.000,5.950,6.336,5.954
1103.sql,0.384,0.380,0.383,0.440
1104.sql,5.012,5.118,4.989,5.032
1105.sql,0.117,0.117,0.118,0.109
1106.sql,5.759,6.110,6.061,5.772
1108.sql,0.106,0.108,0.107,0.099
1109.sql,0.173,0.151,0.179,0.150
1110.sql,0.172,0.149,0.148,0.154
1111.sql,0.131,0.128,0.143,0.123
1112.sql,2.723,2.752,2.846,2.832
1113.sql,0.620,0.648,0.607,0.609
1114.sql,0.731,0.695,0.741,0.694
1115.sql,0.095,0.090,0.083,0.087
1116.sql,0.122,0.115,0.130,0.118
1117.sql,1.305,1.293,1.302,1.303
1118.sql,0.480,0.445,0.425,0.443
1119.sql,0.078,0.076,0.073,0.079
1120.sql,1.345,1.435,1.388,1.387
1121.sql,2.279,2.250,2.294,2.240
1122.sql,0.346,0.324,0.321,0.398
1123.sql,1.786,1.709,1.698,1.688
1124.sql,1.025,1.030,1.032,1.088
1125.sql,0.376,0.381,0.368,0.448
1126.sql,0.146,0.147,0.149,0.146
1127.sql,0.668,0.644,0.636,0.635
1128.sql,0.471,0.425,0.439,0.410
1129.sql,0.190,0.166,0.163,0.156
1130.sql,0.425,0.422,0.486,0.426
1131.sql,0.176,0.151,0.155,0.156
1132.sql,2.217,2.195,2.274,2.254
1133.sql,0.094,0.091,0.094,0.091
1134.sql,0.466,0.436,0.427,0.460
1135.sql,1.268,1.234,1.344,1.248
1136.sql,0.342,0.324,0.373,0.334
1137.sql,44.322,44.649,44.924,43.875
1138.sql,0.458,0.410,0.460,0.417
1139.sql,22.044,22.332,22.078,22.174
1140.sql,0.089,0.081,0.082,0.086
1142.sql,1.320,1.396,1.300,1.379
1143.sql,0.149,0.150,0.150,0.138
1144.sql,0.396,0.390,0.411,0.456
1145.sql,0.154,0.153,0.167,0.155
1146.sql,8.717,8.738,8.465,8.431
1147.sql,0.116,0.108,0.117,0.109
1148.sql,0.232,0.237,0.275,0.238
1149.sql,0.100,0.094,0.099,0.099
1151.sql,0.153,0.150,0.142,0.145
1153.sql,0.137,0.139,0.139,0.134
1154.sql,1.099,0.227,0.247,0.291
1155.sql,0.409,0.404,0.460,0.402
1156.sql,0.445,0.475,0.458,0.401
1157.sql,0.146,0.174,0.174,0.162
1158.sql,0.163,0.142,0.144,0.148
1159.sql,0.149,0.143,0.135,0.131
1160.sql,0.881,0.862,0.919,0.853
1161.sql,0.124,0.123,0.120,0.124
1163.sql,2.007,2.063,2.000,2.058
1164.sql,1.707,1.696,1.685,1.696
1166.sql,2.366,2.316,2.366,2.290
1169.sql,0.119,0.121,0.115,0.115
1170.sql,0.113,0.122,0.124,0.216
1171.sql,2.899,2.912,2.866,2.832
1172.sql,0.305,0.309,0.345,0.349
1173.sql,0.129,0.151,0.141,0.143
1174.sql,0.204,0.194,0.234,0.194
1175.sql,0.484,0.488,0.492,0.490
1176.sql,0.108,0.108,0.104,0.108
1177.sql,0.608,0.610,0.594,0.611
1178.sql,0.132,0.130,0.131,0.143
1179.sql,2.639,2.591,2.569,2.637
1180.sql,219.496,227.769,220.273,220.582
1181.sql,0.146,0.143,0.143,0.143
1182.sql,1.435,1.363,1.305,1.279
1183.sql,3.696,3.615,3.637,3.590
1185.sql,1.264,1.197,1.284,1.291
1186.sql,0.115,0.110,0.113,0.107
1187.sql,0.733,0.732,0.754,0.712
1188.sql,0.112,0.174,0.111,0.113
1189.sql,0.661,0.679,0.667,0.669
1190.sql,0.116,0.115,0.111,0.116
1191.sql,0.131,0.134,0.132,0.134
1193.sql,0.780,0.747,0.804,0.777
1194.sql,0.698,0.663,0.667,0.740
1195.sql,5.893,5.886,5.920,6.201
1196.sql,0.122,0.118,0.119,0.117
1197.sql,1.103,1.153,1.170,1.132
1198.sql,5.895,4.303,4.215,4.271
1199.sql,0.396,0.412,0.376,0.366
1200.sql,0.113,0.114,0.112,0.106
1201.sql,0.454,0.538,0.469,0.450
1202.sql,0.329,0.339,0.327,0.332
1203.sql,0.424,0.451,0.423,0.416
1204.sql,209.939,209.944,210.455,210.287
1205.sql,0.164,0.157,0.160,0.157
1206.sql,0.602,0.577,0.531,0.552
1207.sql,0.137,0.130,0.136,0.136
1208.sql,0.183,0.190,0.171,0.177
1209.sql,0.417,0.502,0.486,0.469
1211.sql,0.346,0.375,0.413,0.346
1212.sql,3.580,3.644,3.524,3.571
1213.sql,1.268,1.239,1.293,1.235
1214.sql,0.522,0.506,0.506,0.505
1215.sql,0.512,0.484,0.487,0.536
1216.sql,0.301,0.300,0.358,0.302
1217.sql,0.137,0.130,0.147,0.128
1218.sql,0.130,0.154,0.131,0.136
1219.sql,94.019,93.454,93.817,94.021
1220.sql,0.345,0.394,0.339,0.344
1221.sql,1.704,1.763,1.713,1.803
1222.sql,0.128,0.143,0.129,0.127
1223.sql,0.179,0.152,0.143,0.162
1224.sql,1.487,1.572,1.503,1.492
1225.sql,0.538,0.539,0.539,0.537
1226.sql,0.098,0.097,0.096,0.097
1227.sql,2.121,1.991,2.072,2.082
1228.sql,0.280,0.228,0.225,0.262
1229.sql,0.180,0.170,0.180,0.179
1230.sql,1.332,1.321,1.373,1.317
1231.sql,2.307,2.298,2.373,2.364
1232.sql,4.089,4.010,4.109,4.023
1233.sql,0.165,0.150,0.162,0.142
1234.sql,1.631,1.634,1.730,1.690
1235.sql,0.136,0.135,0.134,0.140
1236.sql,0.109,0.106,0.106,0.106
1237.sql,2.961,2.917,2.910,2.907
1238.sql,0.366,0.370,0.342,0.316
1239.sql,0.102,0.101,0.103,0.108
1240.sql,1.939,2.032,1.980,1.945
1241.sql,0.343,0.394,0.348,0.340
1242.sql,0.144,0.269,0.145,0.144
1243.sql,0.133,0.154,0.156,0.152
1244.sql,0.629,0.586,0.589,0.669
1245.sql,0.441,0.404,0.405,0.405
1246.sql,0.345,0.137,0.131,0.136
1247.sql,0.555,0.475,0.545,0.543
1248.sql,1.037,1.068,1.098,1.066
1249.sql,0.076,0.074,0.070,0.070
1250.sql,0.122,0.123,0.126,0.123
1251.sql,0.204,0.205,0.209,0.242
1252.sql,11.572,11.911,11.472,11.611
1253.sql,1.214,1.146,1.151,1.151
1254.sql,0.096,0.096,0.093,0.094
1255.sql,0.417,0.481,0.446,0.409
1256.sql,0.109,0.103,0.104,0.108
1257.sql,0.599,0.691,0.631,0.594
1258.sql,0.370,0.372,0.371,0.353
1259.sql,6.142,6.178,5.848,6.164
1260.sql,0.178,0.166,0.167,0.167
1261.sql,3.674,3.763,3.824,3.686
1262.sql,0.336,0.377,0.335,0.392
1263.sql,1.985,1.945,1.989,2.050
1264.sql,1.388,1.449,1.354,1.356
1265.sql,0.744,0.739,0.804,0.736
1266.sql,0.176,0.189,0.165,0.178
1267.sql,145.353,145.404,145.218,145.539
1268.sql,0.310,0.311,0.282,0.274
1269.sql,0.851,0.857,0.852,0.883
1271.sql,1.128,1.169,1.085,1.115
1272.sql,0.223,0.217,0.189,0.187
1273.sql,0.121,0.135,0.135,0.130
1274.sql,0.183,0.180,0.163,0.162
1275.sql,0.365,0.359,0.430,0.400
1276.sql,0.638,0.672,0.635,0.632
1277.sql,1.132,1.237,1.126,1.136
1278.sql,0.447,0.445,0.438,0.442
1279.sql,0.136,0.122,0.144,0.128
1280.sql,0.559,0.630,0.563,0.554
1281.sql,0.423,0.419,0.423,0.420
1282.sql,1.131,1.134,1.202,1.219
1283.sql,4.930,5.042,5.157,5.048
1284.sql,0.431,0.457,0.410,0.400
1285.sql,14.008,14.036,13.904,14.135
1286.sql,0.672,0.657,0.620,0.641
1287.sql,0.147,0.140,0.129,0.145
1288.sql,0.192,0.229,0.188,0.231
1289.sql,1.239,1.179,1.261,1.233
1290.sql,1.381,1.381,1.432,1.390
1291.sql,0.143,0.125,0.130,0.122
1292.sql,1.137,1.113,1.156,1.134
1293.sql,0.106,0.127,0.129,0.127
1294.sql,0.161,0.158,0.162,0.157
1295.sql,0.134,0.132,0.125,0.121
1296.sql,0.068,0.064,0.063,0.066
1298.sql,56.288,58.466,56.422,58.122
1299.sql,0.178,0.175,0.179,0.181
1300.sql,1.419,1.426,1.451,1.419
1301.sql,1.776,1.754,1.857,1.785
1302.sql,0.120,0.117,0.127,0.124
1303.sql,0.061,0.065,0.066,0.069
1304.sql,3.955,3.935,3.930,3.941
1305.sql,0.143,0.141,0.139,0.138
1306.sql,0.586,0.611,0.588,0.597
1307.sql,0.131,0.118,0.137,0.123
1308.sql,0.085,0.083,0.087,0.088
1309.sql,0.510,0.405,0.423,0.409
1310.sql,0.724,0.710,0.741,0.720
1311.sql,0.664,0.542,0.590,0.546
1312.sql,0.175,0.166,0.166,0.149
1313.sql,0.192,0.122,0.138,0.125
1314.sql,1.300,1.414,1.300,1.304
1315.sql,1.223,1.232,1.227,1.290
1316.sql,0.107,0.098,0.102,0.093
1319.sql,0.547,0.525,0.590,0.574
1320.sql,1.811,1.872,1.838,1.812
1321.sql,0.289,0.342,0.282,0.290
1322.sql,1.173,1.133,1.133,1.181
1323.sql,0.391,0.338,0.363,0.350
1324.sql,0.095,0.105,0.105,0.100
1325.sql,0.079,0.081,0.085,0.081
1326.sql,0.216,0.205,0.210,0.209
1327.sql,0.152,0.152,0.155,0.154
1328.sql,0.162,0.150,0.150,0.152
1329.sql,1.463,1.223,1.271,1.262
1331.sql,0.214,0.248,0.253,0.219
1332.sql,0.096,0.093,0.100,0.098
1333.sql,1.570,1.575,1.566,1.572
1334.sql,0.120,0.116,0.121,0.120
1335.sql,1.307,1.255,1.359,1.266
1336.sql,0.474,0.472,0.470,0.524
1337.sql,4.363,4.296,4.264,4.302
1338.sql,0.588,0.639,0.573,0.574
1340.sql,0.547,0.656,0.530,0.544
1341.sql,0.103,0.096,0.103,0.108
1342.sql,2.243,2.149,2.234,2.142
1343.sql,0.157,0.141,0.138,0.133
1345.sql,0.161,0.164,0.153,0.139
1346.sql,0.213,0.204,0.201,0.193
1347.sql,0.111,0.128,0.117,0.111
1348.sql,0.104,0.111,0.111,0.116
1349.sql,0.680,0.146,0.127,0.129
1350.sql,0.157,0.178,0.181,0.155
1352.sql,1.218,1.200,1.202,1.199
1354.sql,0.104,0.109,0.101,0.105
1355.sql,0.141,0.135,0.154,0.145
1356.sql,0.412,0.424,0.477,0.398
1357.sql,0.406,0.391,0.408,0.401
1358.sql,0.751,0.768,0.748,0.730
1359.sql,0.134,0.132,0.134,0.130
1361.sql,0.300,0.296,0.264,0.264
1363.sql,0.163,0.158,0.164,0.154
1364.sql,2.089,2.186,2.158,2.158
1366.sql,0.335,0.330,0.324,0.325
1367.sql,2.446,2.325,2.378,2.417
1368.sql,0.381,0.358,0.359,0.390
1369.sql,0.416,0.359,0.357,0.437
1370.sql,6.162,5.930,6.106,6.119
1371.sql,2.332,2.417,2.332,2.296
1372.sql,14.459,14.242,14.580,14.340
1373.sql,0.100,0.095,0.093,0.096
1374.sql,0.289,0.298,0.254,0.258
1375.sql,0.135,0.139,0.132,0.141
1376.sql,2.605,2.790,2.642,2.593
1377.sql,0.170,0.167,0.145,0.150
1378.sql,0.553,0.619,0.553,0.574
1379.sql,0.108,0.103,0.101,0.093
1380.sql,0.481,0.472,0.482,0.482
1381.sql,3.106,3.093,3.010,3.106
1382.sql,0.110,0.105,0.104,0.117
1384.sql,2.428,2.526,2.429,2.558
1385.sql,0.095,0.089,0.137,0.087
1386.sql,1.023,1.000,0.995,1.064
1387.sql,3.474,3.398,3.364,3.388
1388.sql,0.758,0.718,0.716,0.717
1389.sql,1.236,1.272,1.232,1.259
1390.sql,0.122,0.120,0.119,0.126
1391.sql,5.037,5.263,5.223,5.094
1392.sql,2.463,2.455,2.464,2.354
1393.sql,1.428,1.369,1.420,1.333
1395.sql,0.376,0.443,0.371,0.372
1396.sql,3.113,3.009,2.991,3.039
1397.sql,0.549,0.526,0.541,0.494
1398.sql,0.514,0.514,0.515,0.520
1399.sql,0.108,0.118,0.106,0.109
1400.sql,0.626,0.530,0.553,0.555
1402.sql,0.528,0.550,0.555,0.498
1403.sql,1.891,1.820,1.792,1.779
1404.sql,48.537,48.577,48.180,48.082
1405.sql,0.361,0.325,0.341,0.350
1406.sql,0.751,0.682,0.682,0.682
1409.sql,0.166,0.158,0.156,0.154
1411.sql,1.160,1.161,1.134,1.126
1412.sql,0.331,0.331,0.395,0.335
1413.sql,0.250,0.257,0.263,0.223
1414.sql,0.213,0.200,0.204,0.199
1415.sql,0.178,0.174,0.172,0.159
1416.sql,0.190,0.185,0.170,0.188
1417.sql,11.424,12.136,11.536,11.589
1418.sql,0.846,0.819,0.881,0.849
1419.sql,0.510,0.496,0.477,0.478
1420.sql,0.201,0.236,0.247,0.208
1421.sql,0.115,0.119,0.129,0.112
1422.sql,0.583,0.595,0.647,0.594
1424.sql,1.735,1.771,1.819,1.761
1425.sql,0.341,0.327,0.352,0.380
1426.sql,0.458,0.465,0.466,0.459
1428.sql,2.285,2.204,2.295,2.219
1429.sql,0.098,0.095,0.095,0.096
1430.sql,0.819,0.828,0.888,0.824
1431.sql,0.059,0.062,0.064,0.062
1432.sql,0.156,0.148,0.177,0.157
1433.sql,285.758,286.099,285.546,285.707
1434.sql,0.195,0.199,0.198,0.199
1435.sql,30.746,30.275,30.134,30.401
1436.sql,0.134,0.127,0.130,0.130
1437.sql,0.268,0.244,0.285,0.281
1438.sql,0.080,0.075,0.081,0.080
1439.sql,1.604,1.487,1.470,1.560
1440.sql,0.861,0.868,0.815,0.872
1441.sql,1.270,1.273,1.263,1.267
1442.sql,1.190,1.104,1.123,1.120
1443.sql,0.718,0.681,0.711,0.695
1444.sql,0.568,0.538,0.533,0.581
1445.sql,1.529,1.532,1.483,1.567
1446.sql,0.276,0.255,0.258,0.289
1447.sql,2.628,2.753,2.671,2.676
1448.sql,1.488,1.483,1.435,1.405
1449.sql,0.084,0.075,0.077,0.076
1451.sql,0.379,0.355,0.370,0.349
1453.sql,3.319,3.278,3.283,3.288
1454.sql,0.809,0.821,0.779,0.774
1455.sql,0.109,0.098,0.100,0.098
1457.sql,0.161,0.150,0.139,0.160
1458.sql,0.105,0.104,0.107,0.103
1459.sql,0.639,0.626,0.628,0.684
1462.sql,3.789,3.754,3.768,3.945
1463.sql,2.405,2.448,2.518,2.433
1464.sql,0.515,0.481,0.484,0.486
1465.sql,0.157,0.157,0.144,0.140
1466.sql,0.691,0.825,0.692,0.698
1467.sql,0.164,0.157,0.153,0.136
1468.sql,0.175,0.200,0.207,0.170
1469.sql,0.563,0.506,0.558,0.520
1470.sql,1.641,1.720,1.640,1.680
1471.sql,0.513,0.484,0.510,0.536
1472.sql,1.303,1.308,1.350,1.313
1473.sql,44.609,44.538,47.043,44.600
1474.sql,2.582,2.578,2.510,2.497
1475.sql,0.167,0.172,0.167,0.147
1476.sql,0.516,0.519,0.567,0.532
1478.sql,1.338,1.398,1.310,1.396
1479.sql,0.124,0.114,0.101,0.106
1480.sql,0.639,0.623,0.685,0.616
1481.sql,0.325,0.264,0.261,0.263
1483.sql,0.096,0.096,0.093,0.094
1484.sql,0.473,0.477,0.477,0.524
1485.sql,0.325,0.383,0.333,0.339
1486.sql,9.706,9.432,9.458,9.449
1487.sql,0.135,0.131,0.119,0.130
1489.sql,0.179,0.166,0.175,0.156
1491.sql,0.166,0.145,0.160,0.157
1492.sql,0.163,0.149,0.147,0.177
1493.sql,0.550,0.591,0.548,0.552
1494.sql,0.113,0.118,0.108,0.114
1495.sql,0.128,0.132,0.131,0.130
1496.sql,1.004,1.044,1.087,1.039
1497.sql,1.667,1.679,1.685,1.689
1498.sql,1.810,1.788,1.762,1.734
1499.sql,0.164,0.187,0.186,0.164
1500.sql,0.585,0.515,0.547,0.506
1501.sql,0.126,0.132,0.167,0.133
1502.sql,0.088,0.090,0.095,0.087
1503.sql,1.549,1.443,1.427,1.422
1504.sql,0.513,0.521,0.484,0.473
1505.sql,0.495,0.516,0.540,0.483
1506.sql,2.772,2.893,2.928,2.782
1508.sql,1.779,1.844,1.819,1.848
1509.sql,0.811,0.758,0.796,0.737
1510.sql,0.621,0.617,0.683,0.682
1511.sql,4.423,4.082,4.081,4.073
1513.sql,0.152,0.150,0.252,0.154
1514.sql,0.144,0.145,0.143,0.144
1515.sql,0.138,0.138,0.136,0.137
1516.sql,0.164,0.158,0.164,0.162
1517.sql,0.632,0.658,0.622,0.684
1518.sql,0.885,0.614,0.685,0.683
1519.sql,3.511,3.496,3.497,3.532
1520.sql,0.905,0.860,0.816,0.828
1521.sql,0.421,0.422,0.422,0.419
1522.sql,0.259,0.221,0.225,0.222
1523.sql,122.277,122.504,122.410,146.475
1524.sql,0.157,0.158,0.147,0.137
1525.sql,6.827,6.538,6.525,6.514
1526.sql,0.219,0.257,0.247,0.214
1527.sql,1.647,1.757,1.730,1.656
1528.sql,0.089,0.098,0.097,0.099
1529.sql,0.141,0.144,0.127,0.138
1530.sql,0.828,0.867,0.831,0.863
1532.sql,0.158,0.154,0.155,0.155
1534.sql,0.517,0.463,0.472,0.510
1535.sql,5.663,5.649,5.668,5.728
1536.sql,1.613,1.553,1.631,1.546
1538.sql,0.808,0.625,0.637,0.681
1539.sql,0.118,0.137,0.123,0.123
1540.sql,2.279,2.269,2.242,2.236
1541.sql,0.064,0.062,0.065,0.072
1542.sql,0.108,0.105,0.106,0.104
1544.sql,0.129,0.126,0.130,0.127
1545.sql,69.138,69.570,68.932,69.185
1546.sql,0.086,0.079,0.082,0.086
1547.sql,0.283,0.250,0.290,0.271
1548.sql,1.058,1.054,1.105,1.091
1549.sql,0.101,0.102,0.105,0.108
1550.sql,0.307,0.308,0.271,0.248
1551.sql,0.408,0.398,0.431,0.462
1552.sql,0.059,0.067,0.069,0.071
1554.sql,0.350,0.328,0.386,0.325
1556.sql,0.296,0.247,0.300,0.275
1557.sql,0.961,1.034,0.965,0.971
1558.sql,0.148,0.149,0.135,0.143
1560.sql,0.118,0.119,0.119,0.120
1561.sql,1.377,1.348,1.441,1.353
1562.sql,0.210,0.259,0.210,0.257
1563.sql,0.149,0.150,0.154,0.154
1564.sql,0.132,0.129,0.130,0.131
1565.sql,0.486,0.531,0.479,0.483
1566.sql,0.167,0.171,0.166,0.150
1567.sql,1.107,1.122,1.145,1.169
1568.sql,0.176,0.148,0.155,0.156
1569.sql,3.018,3.125,3.031,3.010
1570.sql,0.493,0.551,0.503,0.513
1571.sql,5.221,5.216,5.291,5.214
